Work_Hours,Sleep_Hours,Result
5.721957216679863,7.9160991221289425,1
6.011514017123456,7.027368720044816,1
3.559352265449376,4.07497724338824,0
5.072554778607307,6.684729682309247,1
4.536865208841272,8.799316570161839,1
5.458625630009523,7.839339401491001,1
3.5346555144761993,6.460056714706132,0
5.581812390456556,7.922482782887509,1
5.469614912572621,7.1901755895412,1
4.882021576145779,10.319947625296752,1
5.565817839967345,6.200824376605903,0
6.51321153522076,7.452558052252433,1
3.743602859529381,8.86144667554489,0
7.335350739668771,7.981308203008913,1
4.5610272273816905,7.487048563662396,1
1.8729900502779397,7.280842532792602,0
5.588267371302477,9.114328962931273,1
6.32381144001249,7.428731436416534,1
4.258513810876149,5.4848411645085235,0
4.872484651853303,8.016182969196638,1
5.46522902058451,6.4938770480335295,1
5.660110681925696,4.530159588731193,0
4.690193467227368,8.672777284881006,1
7.76405560345197,7.699171050490648,1
5.207846849115436,7.78884982192016,1
4.2639099176735105,7.287335989996585,1
5.145140775395544,5.348831579639288,0
6.565453091045002,7.201881984584022,1
4.888511128649253,7.925006223576558,1
6.523313938732963,6.923408796154279,1
7.3290967576429615,10.89185852079933,1
4.639859943717172,3.2186408183756994,0
5.592134713318646,9.235683660993002,1
4.478812229909158,7.292840473942008,1
5.606632463494535,9.634500244359483,1
6.466133788797938,5.601569081649075,1
5.167507414442118,9.325941523317749,1
6.138741060388848,7.581667387667568,1
4.0231577429302545,7.143975491775108,1
3.2722076650922323,6.271719051966245,0
4.7909507928219055,6.3594355122390525,1
5.488780356163751,4.395380313206703,0
4.051499041530595,6.947461259857741,0
5.576114104094006,7.16611025438987,1
7.082925381721024,7.159745626034417,1
4.940008637483913,8.015300872904628,1
3.9093757718103674,3.0207953891888724,0
5.1872510519686825,7.480415581312626,1
4.14176564789963,3.3217937109639335,0
3.6444051966660886,8.95190141224063,0
6.627370266906607,6.584046880177427,1
4.498161828055995,8.330733895490539,1
7.997661325601093,5.930893380414091,1
6.0697466498092565,3.6575121808680215,0
2.816040262023893,6.7526880363158055,0
6.357559053957106,9.859070085797875,1
6.283734185272677,9.715880232382311,1
5.460588865936597,8.677535282580456,1
3.6750912744098425,5.893050525436945,0
5.461865132739709,5.953419434436608,1
5.401664339925013,7.471745079391817,1
3.3717443779523784,5.341919829233715,0
5.289099766224035,7.120401223853574,1
3.7932298814454484,9.59856104383353,0
5.818178945882254,5.15738640341814,1
5.824008578605151,5.4510603850996455,1
5.504804713042551,9.554095888354645,1
3.894967278791652,4.744152098045688,0
4.651612586349505,6.249168530997731,0
4.550515126177406,6.648329923380255,0
5.763915251035794,7.896836308381316,1
5.978424419829315,5.8792693787658,1
6.402749826477155,7.047342748757225,1
4.200228584502684,5.92596401989297,0
3.539705961046674,7.986230093906653,0
4.131340242670909,8.868950793923158,1
4.429715131726418,8.080977291795325,1
5.122136690986712,5.29622268897866,0
5.21699965021837,8.226069494094343,1
3.8731184081405967,6.665157661266942,0
4.38072108863659,7.160153308547083,1
5.748949346567688,5.515534858962123,1
5.964260850214471,8.812355421726977,1
5.5879132331765655,8.29713157204548,1
5.4821579474010615,5.982575990037443,1
4.166849710967599,9.34211354573457,1
4.427044736474999,8.457979041507052,1
5.676043613055584,7.314766014279096,1
6.7412374983759085,6.0977338416076154,1
5.908379856276706,7.942424053358698,1
4.147525039533075,7.43034949664565,0
5.741541305723365,7.904650304983379,1
3.3930220590868965,7.672820616978526,0
6.931164847298963,6.095986155524831,1
5.692882165822955,7.93411297868267,1
2.4233672276539298,5.218055518183858,0
4.2261093886043755,8.495694988439588,1
5.455379022794028,8.65842514628743,1
4.367642009357049,1.7124677458408364,0
6.229322432161923,6.297701242760759,1
3.776565868544905,8.630770562451241,0
6.278877136624921,6.849619304307089,1
3.2541525974681345,7.6031155968255195,0
3.939558606756262,6.498795773022839,0
5.542823422592524,6.558438485594158,1
5.907091794445009,5.790593210280842,1
5.919255524777478,4.57347201287622,0
4.229737035290829,6.998123044711754,0
4.741440598208042,6.06835414362021,0
6.075955745283245,8.238464752276276,1
5.226681783418524,6.76131914351955,1
4.597354807651958,6.311619228765651,0
5.522759270289635,5.69008650261892,1
6.004706117443851,5.697900477413296,1
6.147102549604653,7.566160034430046,1
6.47129441799114,7.550766497154634,1
4.292930418792632,7.009346973359312,1
4.8594511136085625,9.133179489685348,1
3.070928467099483,6.341704803001836,0
5.630330602848667,8.903137206004065,1
5.532906177101053,8.32354130542259,1
2.624828572015583,6.666343678828317,0
5.047663917414351,5.934644100172476,0
6.3380529912762675,8.520690400930812,1
5.12033666512257,4.1946190800744345,0
4.612379692790257,8.170868689330916,1
4.404719281724245,8.766033924700853,1
6.991567883831762,8.83858957480192,1
7.016947536520506,6.038787203185681,1
4.633563858577687,6.301504224118156,0
4.936617871701118,8.364265473114648,1
5.432168437522182,4.866776242062549,0
6.56566111492683,6.533382052018187,1
7.741223199814368,7.442457908180137,1
6.230697261392125,8.088831187595384,1
5.994276171212136,8.032862047767026,1
5.998881658996701,7.119029449290651,1
6.453345840909393,4.972294795342415,0
4.037688446378518,9.254492827767972,1
5.290188590323061,7.843654036343876,1
2.225878358746758,4.840870107122517,0
5.182067003284946,9.551955585455982,1
5.856029168602586,4.631980103231049,0
4.2707857140615735,7.713309863115507,1
4.930939270655461,7.760689767219136,1
5.484812171846905,9.049751707205328,1
5.260085604971868,7.956499251892318,1
3.1885675808210285,8.816372391506581,0
4.915517637600406,7.231843629934324,1
4.860616678861788,6.61162698170749,1
4.350209498066722,6.942169662130929,1
4.8503304993338645,4.660761752902367,0
3.7516385760978856,6.820835240160759,0
4.595598018227707,6.760330271836789,1
6.198727624986723,8.92284319743192,1
3.5056061042678195,6.8550906052580105,0
2.366212164894542,6.415192772502666,0
4.108313745256308,7.283449900191617,1
6.496338016675159,6.2226443964495255,1
6.262343307363645,6.29310349985684,1
4.176760058724479,6.7545446978984405,0
4.727650381181109,6.9359982050969995,1
4.112041136035914,8.649050672292983,1
6.356088807149105,5.781279967609061,1
6.121562172453163,7.346935875888078,1
4.187871010038955,5.722376782210868,0
5.372169930840121,9.22365824388245,1
4.433755567011717,7.033625555382991,1
6.935388807691197,6.444323818602046,1
4.693072015655053,7.6311238209228405,1
4.3531535949059315,9.62030469827811,1
6.652280471276059,5.671184430920254,1
6.283233567388811,7.523186073930235,1
4.78164635318807,9.216201837718428,1
5.236595542583969,5.381367599489371,0
5.010927861942917,8.341170633660067,1
7.649733062453551,7.685490977971795,1
5.7813649854401765,5.138410534344472,0
6.558583844321696,8.566176620419517,1
3.572344056160097,4.1576082484598125,0
4.84097286775353,5.066194478697248,0
5.044914966694155,6.006824299968001,1
3.1782880177198445,9.878863364692936,0
3.3241108994094564,5.694602861459161,0
5.42629947076737,6.835296348795233,1
6.744090795305935,7.472062134823532,1
3.3171516199527806,7.949918092981851,0
5.9900069657080905,7.716323640660722,1
2.462217730470957,6.7394659802853845,0
5.183944192352503,8.530395820749693,1
4.684764626613073,8.909468870101216,1
2.127236281411826,7.8258111025860515,0
3.491670935714832,6.704315675835812,0
5.799651625279184,7.013538009498754,1
4.301251477656327,4.86373253307294,0
4.349062579820536,7.151872570483793,1
5.37846973329021,7.5689499853971505,1
6.626481579779112,9.775434828728422,1
4.420585174425067,7.508544801367348,1
4.865611162754236,6.287702229886241,1
4.742955321490594,6.043078169703185,0
5.56587200586689,5.399225212108068,1
3.060181328264653,5.700271409905899,0
5.877786985925596,7.293819441508613,1
6.8918618290074045,8.390596444214772,1
3.4641338113596705,7.420852974979661,0
5.128800658454141,6.683492663742237,1
4.613266275266141,6.8279972454671505,1
4.533058130605982,7.551402772158954,1
6.318565232085235,7.910228790514481,1
5.203633367823991,8.546534848062763,1
6.337824641205738,6.528866656366987,1
5.177906228386138,8.012634329302525,1
5.296088051114987,7.603124281798381,1
5.134130762059986,7.004879121280901,1
5.118283523627257,7.675600350375967,1
4.9541001000749505,6.9021033288847855,1
4.5643218153446465,6.941197454421167,1
5.538417033371172,5.322817283394632,0
5.921140065249071,6.467468383698182,1
4.26989991208437,10.544347055024305,1
6.661582242556586,6.000873739881141,1
5.022868225609641,9.254505582321968,1
4.144912962179607,7.069588684218327,1
3.7458693208794607,8.785237508694696,0
4.977416702803437,10.278436609077966,1
4.548092223008342,6.842263918716831,1
6.336800520113252,8.003689304830367,1
5.969263649585129,9.0096966219138,1
4.226207634375212,5.929629563471991,0
5.688344411777332,7.801967125645572,1
5.53563668169101,7.459818420930337,1
3.8782374783584435,5.659828855934038,0
5.304138650794867,6.749548070316271,1
4.597770710970138,7.439171065588204,1
5.876575750468317,4.651417771472966,0
3.188998174957306,5.8873237945942245,0
6.533951327495565,8.484254063124364,1
5.5204762268698016,9.957007284919683,1
3.3965318958801336,4.5565053176838095,0
3.1883551020554908,8.667880640992927,0
5.581142505652341,8.396638556190782,1
4.403535022882299,5.416280288947852,0
6.021898493439044,10.734967827283269,1
4.812091209335413,8.217348926499096,1
5.919972620948266,9.179684558339753,1
5.619158566277375,4.458558740233135,0
5.577080002655374,8.99456834141777,1
4.630582355942846,6.139612231304594,1
5.808040093387648,5.211468110368259,1
4.86670319108647,5.485627938711128,0
4.792724276215388,7.130155911703645,1
4.034653088694657,8.910687223519345,1
5.06584548586984,8.220488345338012,1
5.521268395064731,6.131307016377036,1
6.463716622953565,6.63764603352846,1
2.487392465203682,6.139980061569371,0
4.884532450241689,8.597526564010979,1
3.9599869385715163,9.424845872668703,0
6.5412366885873094,7.562600573211669,1
6.09174030834205,4.28775207955256,0
4.866032623574648,8.410271453929363,1
5.8332386149872315,6.281845616978774,1
4.609933577829308,6.172255061815163,1
5.470718729835378,6.438780247207726,1
7.3566960473387635,8.097541766561458,1
5.405661972522774,7.594325571207236,1
3.435607813044083,9.035981222090678,0
6.565698867068949,7.218501208025799,1
3.7830944891027984,5.8600474804632166,0
5.363577605478208,6.621916619108951,1
3.7275056479699225,6.157694218449278,0
6.145131208551527,7.891826975795103,1
4.564066153968585,5.421029794485611,0
6.089691712638682,7.6730802330085295,1
3.8769440026790862,6.168379199744261,0
5.081304169155663,8.317246371453008,1
4.98147529973432,7.872571584055508,1
3.7978385554437804,8.177031498924926,0
6.574307267690548,7.2701825249332135,1
4.00261722276338,7.364951674686677,0
5.769386629814528,4.017834503591978,0
4.818397212573014,4.817497196461989,0
4.741117580709394,6.55855125675627,1
5.26089721620843,7.5014224569480845,1
5.173049830614326,6.749909810584543,1
4.18666259489601,4.802187566328263,0
4.244790751091717,9.251204965558301,1
6.489131305746686,5.525958786487188,1
5.1764231088732,6.4163631058184984,1
5.037705393996548,7.444331244359914,1
7.648833954716067,6.87717423377327,1
5.177716951351361,5.98400559668202,1
6.7497889740812385,7.57825532377357,1
6.665200150174124,7.63475774604398,1
5.69279285121542,7.7518430364818585,1
4.871836978466071,7.880104608910896,1
6.325233523134397,6.7810215760907395,1
4.061827309931203,8.161222223676676,1
3.8879947046697563,8.084878904766125,0
4.521175909875453,6.493800621954445,1
4.8878621225961565,6.339458949294275,1
5.129986790699684,8.548168060318915,1
4.114355172817561,7.129428893236196,1
5.848299670172141,7.477825233284205,1
5.813621926554387,6.214660606830352,1
7.19192151988437,8.130209935328006,1
3.3789296496294714,4.746052953433457,0
6.489412880888427,8.543308265618967,1
6.749213675594934,7.89217285551132,1
4.951309456139723,6.885201674973902,1
5.327882200367077,8.501679913666356,1
6.5491282138034,8.105679003218217,1
6.369777217636826,5.785924465826852,1
5.379157978775671,9.246082985738969,1
4.437094672449314,9.084248052221191,1
4.941950370501859,3.639886438023757,0
5.509145278871337,5.238681218210169,1
3.087482312967881,6.690848655132776,0
3.5511667675465235,8.709234060553372,0
6.4904955498992045,9.081252528025676,1
3.007077775787803,6.364302490324987,0
4.5973562387696925,4.013405456528847,0
5.422080151839392,7.327491860853891,1
5.130047184629569,7.716519099584181,1
5.1266879495499005,4.283410664732095,0
5.249710373667867,8.317981448377012,1
4.512948552247518,9.293588416321029,1
4.100522866226542,8.468994654862367,1
4.481839167433076,7.297750022255554,1
4.629162461961889,9.276441381813815,1
4.689109968533165,5.699314903488146,0
3.1369048904399213,8.220605621848259,0
5.368718188476683,9.054732653085685,1
5.74307045494351,5.59038437884882,1
4.123647125883484,6.320808189890098,0
4.2903282474109625,8.834372311354374,1
6.082969351928064,6.584453410121411,1
3.348227916682915,4.994929857955752,0
4.430749800814142,8.290250621524642,1
5.392295826418868,7.131552638500081,1
6.762612478493282,10.116000947297742,1
4.900085371872592,8.295144799221188,1
3.466242245131835,9.019992754840723,0
5.032344975622307,5.2377959741816,0
3.996960076206509,5.685948354995304,0
6.338456381454282,8.931707126928274,1
4.660880138018866,7.017668355730055,1
4.016558083516165,9.56710257548624,1
5.525810710019972,7.407613896430702,1
5.324401068637288,6.439552723865274,1
4.0999626316879105,7.028514978886884,0
5.685033284007835,5.993838193900123,1
4.997382653676196,7.484619984318691,1
5.627243210446178,7.143979703737644,1
6.585629969544063,7.998015089876993,1
4.370578667472099,5.8770131850815375,0
3.5778593618705647,7.780225053009674,0
4.692197124297547,7.600321080729536,1
5.965445632594092,6.97495183200345,1
3.8334126297290503,6.424896864331474,0
5.550140012407251,4.735260990427034,0
6.961773230534023,7.278754806453833,1
5.866076665602693,6.297127592988612,1
4.274715990109236,8.905652399820124,1
2.610235038658484,9.309933912398638,0
4.447902843169215,6.769080459682376,1
4.939069017785715,5.794797482091971,0
5.152200206253126,8.254665225342535,1
4.85499208377656,8.177097601573731,1
5.506990640193534,7.337843207393996,1
3.8519227613865294,7.301503247213349,0
5.240985841501711,7.902252917663585,1
4.797509022845194,7.830819977653457,1
6.2446240980917525,6.870529164955073,1
3.610716090383208,5.87213462165306,0
3.434900109992177,6.379564661298853,0
5.303227737862578,6.4967476834876035,1
6.190873727561881,5.784633944332694,1
6.587216458190694,7.6923091255419624,1
4.198357139194651,6.389921468079826,0
6.454063240275561,8.552492810832781,1
